TransactionNumber,LineNumber,InvoiceDate,AccountingDate,PostingDate,VendorName,VendorCountry,VendorVatId,CustomerName,CustomerCountry,CustomerVatId,Currency,BaseAmount,TaxAmount,TaxRate,ShipToCountry,ShipFromCountry,LineDescription
NaN,179,03/04/2025,N/A,2016/10/07,K.K. K.K. BV,GB,GB8630303096007086303030960070,Co Sarl & OR 1=1,Poland,-,JPY¥,N/A,54831.75,0.2,ITA,CN,Freight charges
13431841,zero,"May 35, 2026",20211210 +02:00,04-Mar-2017,SpA K.K. LLC BV B.V.,IN,YXNPYZ4BHUA2R/6 YXNPYZ4BHUA2R/6,Partners  Trading  &,FR,€😀🚀FRTC4KKYJLA0H518,JPY,713809491009.8359,--123,0,FRA,DE/FR,"Software license | 0A8zncfjtxfEJr9l1xJNxlz  bUtlW™
®"
0347632806,322,08-05-26,9999-99-99,20270629 UTC,"&
K.K.
Partners
SpA
S.A.",CN,CNGG,"K.K.
Partners
Partners
S.A.",AU,T,CNY,0.0008755656931656392,"358,659.59",7.079973242308458,XX,FR,Exempt supply
000710913538,230,2025-08-06 04:42:35,23.08.2017Z,03/06/2015 UTC,Global Oy K.K. S.A.,BE,BEU3CXOA9PGTJS72YSJ5JP,Limited LLC,ESP,VATCD94HEJR8,GBP ,--123,327314670374.0324,21%%,CN,GB,"Exempt supply | TP3Ch4jWKrdEqf1R ₹££"
000054842521,58.44,2026-00-10,22.06.2016,10/10/2020,Partners Trading GmbH BV,NL,994527249B81,"SpA	S.A.	BV	Limited""",DEU,ITSW, USD,"51532,24",5152707.93,9999,NL,NO,Consulting services | OURUkzMyA1
"}:{>?)<$?/&,", ,09/09/1988,16/07/2024 GMT+2,15.02.2018,Partners Global Oy,France,J13/3NPX7ORJQCE,BV Sarl,Sweden,¥₹2VAT,EUR,104500.29,"'99,99'",-,NLD ,US,
336517807,166,,23-May-2018,2026-13-01,K.K. BV Co,DE,DEA8AXA,gE5tmQ-BFK9wxsVuBd7Et0dfTm,IE,IE80345890OS,INR,"334,526.14",30529.69,0,Italy,AU,"Export zero-rated""unclosed"
0523418433,D,20220123,02/19/2019,28.12.2015,Holdings K.K. /*test*/,AE,ZY9SCLDI-JK-SJR4PXOYM2FOA,K.K. SpA B.V. Partners,,JJILBIZ14,SEK, (123.45) ,921208048229.6082,0.25,Germany,ZA,"
🚀Consulting services""unclosed😀	"
"%&,&?]",155,2025-01-27,2015-06-04 09:59:03,27/07/2026,GmbH B.V. Limited Trading,Netherlands,DEXKZ1VRI4KM,S.A. SpA SpA K.K. Trading,IN,INI17LI3VU1T,AUD,435049.00,"460000,00","0,21",Sweden,FR,Manual journal entry | cQpYsy5QX9YcXYtl1n6N22LpxhJxVluv2n
0201629602,476,13/13/2013,24-Apr-2027,29/02/2025,S.A. K.K. NV B.V. NV,SE,SE9BQC3LSP0601V8,B.V. Limited NV,US,USIGJZMKZU70VAT,NOK,"1 234 567,89",€1234567.89,100,IN,BR,Rounding diff
56959958,363,2027-12-21 21:10:29 UTC,2026-12-32,28/09/2027,Inc B.V. Co Oy,BR,BNG._0T/K,Co Trading --,JP,M66,NOK,493083.33,12..34,VAT21,IT,ES,Reverse charge appliestab	inside
bPWOHyP,337,1/1/1,2086-11-08 14:50:45,'09.03.2023',Co Holdings Partners Global,PL,N/A,Limited BV BV LLC --Limited BV BV LLC --Limited BV BV LLC --,PL,PL83344860,CAD,   123   ,12.30,0.1,Ireland,US,"Export zero-rated""unclosed"
000955473802,486,"""24-May-2020 (local)",2025/11/08,2026-05-08T25:61:61,GmbH Inc,CN,CNE5UZV371NL8KXXB6AS39VAT,BV CoBV Co,SE,SE7BTRG,JPY,415520.23,404.177.30,twenty one percent,SE,PL,"Freight charges | ifuKossdLRXlR6C7KRiTqszTX8oa5gV1VLI7ccomma,inside"
>&//)>[!,WstF0,06/09/2026,2016-08-21 14:12:33,"May 35, 2026",LLC B.V.,AU,DR1A3HXU3,S.A.  Holdings,BR,VATBRBAS482GGNYMX47JJEACO,INR,15675.22,1395.74,8.904120671546337,,SE,Freight charges | IMEM2MtCLlYvwzDqlG2m39uq
"(>{)[&,|?",157,"""2016-11-27 GMT+2",18-Apr-2021,2026-05-08T25:61:61,Sarl  K.K.  Sarl  Oy  S.A.,Canada,VAT1UG,Partners Partners BV & Oy,AU,AUHISYJ,,386740936331.9087,38674093625.55,0.1,Holland,DE,"Adjustment / credit notecomma,inside€Adjustment / credit notecomma,inside€Adjustment / credit notecomma,inside€Adjustment / credit notecomma,inside€Adjustment / credit notecomma,inside€"
\<<;}*,460,2015-09-11 23:05:08,2027-07-28 (local),28.01.2015,LLC K.K.,GB,GBFH3PA8TDB6N6LU1D6FLF,Holdings Global GmbH Sarl Limited,IN,™©IN9D,CNY,265797918980.37476,-637079621771.0481,2 1 %,Netherland,Belgium,"Freight chargesline
break"
6Z4paFl,,2026-05-08T25:61:61,2027-01-09 09:19:39,2023/10/15,Global BV /*test*/,FR,FR27561839592277,NV LLC Co K.K.,IN,INC4MYY,CNY,12..34,-316867855685.43884,20.0%,ZA,SE,Adjustment / credit note | 0Bi5nhNfBZJw7sMATqnqZ2oQ
000729961327,dn,23-Jun-2025,2026-2-30,04/04/2022,Trading Oy Trading B.V.,BRA,VATJ0-DHV,& Global Co,CHN,UNKNOWN,USD,278439.95,"362,641.86%",VAT21,Holland,PL,"Consulting services
"
460666941,RXzFxS,20161115,2026/05/26,08/22/2043 (local),   ,IE,KNB3_-Q_0JQPKMZ KNB3_-Q_0JQPKMZ,Holdings	Limited	&	&	B.V.,NL,NLP193NC7A,USD,-770217625579.9976,-146341348860.20,0.19,CN,CAN,Adjustment / credit note
000056961235,1,19.07.2024,12-Oct-2016,03/31/2026,Inc SpA,NL,NLOARMWY3GVAT,"LLC
Partners
&
Co
B.V.",  ,ESETZH2,EUR,476809.73,100136.93,"21,0%",ZA,ES,Rounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diffRounding diff
<(^\|};(*,k,,9999-99-99,N/A,Limited Partners Limited,AE,B,K.K. S.A.,N L,IT0653826330AK10653826330,JPY,ten%,148746.08,9.0%,PL,GB,Adjustment / credit note
0388532393,3644,2027-02-03,2026.05.08.12.99.00,09.04.2015,NV	Partners	Global	Holdings,UAE,6R7E/V0N.,yPoYI/Le7FAB0x,Holland,ZZRAO6,DOLLAR,406785.29,85424.91,"21,0%",123,NL,Export zero-rated | O2AeWS7 o0X37L09yhMXtJRaYZIuMX€₹
635395568,472,2016-10-07 08:10:42,05/11/2016,2027-02-23,lhwHZgYGEy4_ximorA5StjZALuGVjbvIWaO6nem,BE,BE4224430280913542244302809135,SpA Global Inc Limited Global,CN, ,0,0xFF,163673.90,twenty one percent,XX,US,Manual journal entry
>.<),163,01.05.2015,05/01/2021 (local),20210612,Co	Sarl	LLC	GmbH	Oy,Brazil,®VATDEU0IHOHV3A6,Sarl Limited B.V. BV GmbHSarl Limited B.V. BV GmbHSarl Limited B.V. BV GmbHSarl Limited B.V. BV GmbHSarl Limited B.V. BV GmbH,CN,₹7WU49ILMA,0,   123   ,31.98,19.0,AU,ZA,"Adjustment / credit note | r Eyr8wxzEb UHJb7VCDcLQGNuUNline
break"
397142649,0OYc,06/10/2027,04/02/2019,2019-12-05 02:47:12,Inc	S.A.	Oy	Limited --,AE,K8SUUO-/F,Limited  Limited  S.A.  GlobalLimited  Limited  S.A.  GlobalLimited  Limited  S.A.  GlobalLimited  Limited  S.A.  GlobalLimited  Limited  S.A.  Global,CN,CNPDKRMPE0,CAD,-176855288892.4878,-15916976000.32,0.09,IND,CN,Consulting services
546397537,253,20/03/2018,2015-08-29 21:30:12 (local),2025-03-03,Partners Inc & Limited,IE,IEJ56HX@BJ,S.A. Global,Spain,ZA15,CNY,29312.65,"1 234 567,89",,CN,Australia,Intra-EU acquisition | CUQDJD5vNar1dNKquP7gEF22WhOUEfQXwq9p8m3Ams8mIOTIntra-EU acquisition | CUQDJD5vNar1dNKquP7gEF22WhOUEfQXwq9p8m3Ams8mIOTIntra-EU acquisition | CUQDJD5vNar1dNKquP7gEF22WhOUEfQXwq9p8m3Ams8mIOTIntra-EU acquisition | CUQDJD5vNar1dNKquP7gEF22WhOUEfQXwq9p8m3Ams8mIOTIntra-EU acquisition | CUQDJD5vNar1dNKquP7gEF22WhOUEfQXwq9p8m3Ams8mIOTIntra-EU acquisition | CUQDJD5vNar1dNKquP7gEF22WhOUEfQXwq9p8m3Ams8mIOTIntra-EU acquisition | CUQDJD5vNar1dNKquP7gEF22WhOUEfQXwq9p8m3Ams8mIOTIntra-EU acquisition | CUQDJD5vNar1dNKquP7gEF22WhOUEfQXwq9p8m3Ams8mIOTIntra-EU acquisition | CUQDJD5vNar1dNKquP7gEF22WhOUEfQXwq9p8m3Ams8mIOT
TXN-mSBGwehaQQC3urueaQ,421,28/08/2018,2015-10-20,2017-08-20 14:04:40 (local),Partners LLC,Holland,BE15,/1LlTWwK-qr12YGI7PBruLgvCcy3QVVsIh,,W6XV5PGMTOTA.ODSQD9IFB_U.,USD,277630.46,-995113200929.1362,,CN,ZA,Manual journal entry
".?!,)(@",60,9999-99-99,29-Mar-2019,2026-04-31,"
Co Partners BV BV,
",DE/FR,CN6YL55SWK,"S.A. NV
	©",NO,NO46E1EL63,SEK,"77993,34","198645,79",,NL,Netherland,Reimbursement
49087447,NaN,2071/05/15,"May 35, 2026",'2022-11-09 UTC',"™Global B.V.,	",CA,CA2M5QN,Oy GmbH SpA,Netherlands,-0Q5-9KCI,USD,81661.87,€15517.04,0.19,GB,123,Export zero-ratedtab	inside
547205021,484,2026.05.08.12.99.00,2015/09/21 +02:00,   ,Partners SpA GmbH,,TM..2Y,"Oy
Trading
Co;€",US,V/.KPOMWCX.4GR3,GBP,430598292225.83057,43059829222.53,0.1,NL,CA,Rounding diff | rHOQ4YpD6qupJw6GDC7uxlapLhOOkbeBrqZIPPXvc4g
449944765,440,2020-11-28 06:18:25,12/07/1970,2026/99/01,Limited S.A. Global,,LX96VLS37,Trading Partners Global Co,NO,NOGGYIV68Y11CFTE,eur,GBP 143054.94,188689.64,twenty one percent,PL,Ireland,Consulting services
873186449,0aCij0,07.10.2023,2026-13-01,"""02/11/2017",&	K.K.	GmbH	Co	LLC,NO,₹2-R,GmbH Holdings CoGmbH Holdings CoGmbH Holdings Co,CN,CN85AXY14V,NOK,305593.41,64174.62,21.0%,,NL,Intra-EU acquisition | EStROsOFjoeBn70aHt7
0893873003,gE8dI,2020-06-26,2025-09-30 09:06:40,2022-03-19,NV LLC K.K. Sarl Inc,N L,789192529,B.V. S.A.,NOR,"🚀©U2USZ-CLVN.DQMX",CHF,386699.89,0.0006573767491697532,-4.943415645899582,BR,CA,"¥😀Exempt supplyline
break®🚀"
000000,1475,08-May-2019,1/1/1,2019/07/24,K.K. Partners &,NO,VATNOW9TB8KQPQ3,"Inc
BV
K.K.",???,DE27BDA,NOK,ten%,one hundred,"0,21",Holland,United Kingdom,😀£®Reverse charge applies®🚀
661054019,0Omhgy,20240616,N/A,00/00/0000,£¥BV	Limited	Global	Global,ZA,ZAQ@7EP03SKDULYK,   ,NO,NO9Q4H1LFC,EUR,"'99,99'",0.00041798141940760337,19.0,DE/FR,123,"Reverse charge applies""unclosed"
000189419237,t9Ie,30.11.2018,02/15/2021 UTC,2023-01-31 06:35:15,"
B.V.	Oy🚀™",Ireland,®BRPLPCR BRPLPCR,GmbH SpA Co Global LLC,ES,VATESRACSDDDCGO,CNY,385456.58,80938.03,21%%,Netherlands,AE,Freight charges
##;!{[{,74.26,2026-2-30,08/02/2017,null,Trading BV Global SpA Limited,GBR,₹®😀BRES@JN BRES@JN,"Partners , B.V. , Holdings , Holdings , K.K.",CHN,IT357663939EC,JPY,"365424,38",€36533.26,0.1,AU,AU,Rounding diff
NaN,311,29.11.2024,"May 35, 2026",2026-05-08T25:61:61,	🚀NV  Trading  Holdings  &,???,_XKKI-,¥	¥Co NV B.V. SpA€₹,NL,_F/,EUR,46478.49,224319.20,0.09,Netherlands,Germnay,Intra-EU acquisition
296370033,8Xa,1974-01-18,08.03.2083,01.04.2025 (local),"®
Co S.A. S.A. Partners Inc",Holland,INUBQUP,LLC Inc Global,JP,¥€UQ. UQ.,JPY,196287.28,13749.52,0.07,ES,US,Office supplies
0343986977,367,20160125,2026-00-10,31/02/2026,Holdings Partners B.V.,IE,IE-90458065-,Oy	BV	Sarl	BV	Global,Japan,NLH1XG5,EURO,-474934451483.30347,1309738519927.83,-2.757724809891747,IT,Netherland,Reverse charge applies | mPu1FdP8uPqW7rFqaolRcRttDAe2rQ9uN3C7Fa8wj
zo4WLG1nz,OZ2,15/11/2022,2024-06-19 15:32:10,2020/11/21,,IE,VATL,LLC NV BV,Nederland,KN3F69698VZB-/S,CAD,269446.60,457026083903.5613,25.0,ZA,PL,Adjustment / credit note
0888862446,74,2026-04-31,28/03/2023 (local),13/13/2013,SpA Global,CN,,   ,  ,C,INR,-813688044632.6646,-170874489372.86,"0,21",Holland,United Kingdom,"Reverse charge applies""unclosed"
130106778,P,2020-03-14 01:43:40,"""2023-09-19",2026-13-01,LLC &,PL,PL386362095,"Partners
Sarl
K.K.
K.K.",PL,SPQ96UZZWHKK1D0KP6L63E2I9,EUR,0.0006594127594628211,0.00,100,DE/FR,Nederland,"₹₹Rounding diff | DGQcvEaqpBR7a0T9nZ4kPgDPeA3McbENUfXcTU1H5"
}]#:%@@#,198,21/03/2024,2025/06/06,"May 35, 2026",Inc Trading Inc,DE,DERJCSI3JN,¥NV NV OR 1=1£™,JP,JP0AYA85XQSLNGHA4VNHC7,,264352442165.81763,264352442165.82,100,Norway,United Kingdom,Manual journal entry
896208888,Cp,20201010,20151223,1/1/1,B.V. Global Oy Holdings Oy,BR,😀€BRZYVPOR525PLF@DVAT,SpA Oy Global S.A. OySpA Oy Global S.A. Oy,Norway,"©£423FHI",USD,ten%,NaN,5.0%,FR,XX,N/A
000353274698,115,1/1/1,2026-2-30,'01/17/2021',,PL,IKGYT/UUWWTJEE76MS8RNSMWI,Global Sarl Oy Sarl K.K.Global Sarl Oy Sarl K.K.Global Sarl Oy Sarl K.K.,123,1F2B-Y,JPY¥,"USD 146791,06",-2680.87,-0.018263136826131898,ZA,XX,Manual journal entry
0663285885,mEgEhM,"May 35, 2026","01-Nov-2021""",13/13/2013,K.K. B.V.,CN,£5,LLC GmbH Holdings SpA,Italy,PLJ6FLO,EURO,one hundred,439204.68,0.09,CN,N L,Office supplies
,164,2022-12-09 17:47:28,20160927,27-Sep-2020,"Partners
K.K.
B.V.
Oy",IE,8VAT,Global	LLC	SpA	Trading,,gb58119601660,JPY,0.00013256317781176947,9.65,0.09,CN,IE,Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2Exempt supply | GzNJNkZK6XL3mHRsvgOam7g0j2
0010801774,471,07/07/2021,03-Dec-2028 (local),"2015-12-06 04:03:29""",©& Global Partners©🚀,AU,£®1U8,LLC NV Co,IN,INQ98658GG3B,GBP ,--123,65626.77, 0.2100 ,Germnay,Canada,
840162804,w,26-Apr-2027,03/20/2015,2026-04-31,BV Co Trading,Belgium,VATN/U_QN11Q,"Co Limited Co GmbH Inc,",JP,JP6NH4MRCVGCVFFH,PLN,"148254,47",8639.30??,0,IN,ZA,Rounding diff
(?\([?.};&{,sF9u,"May 35, 2026",2024-12-30,"May 35, 2026","Partners
Holdings
Holdings
Co
Trading",Norway,©©A6A_QJAK- A6A_QJAK-,Holdings Co Global,SE,SEMP,NOK,--123,-2847.95,100,IT,,😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€😀Intra-EU acquisition€
,134,   ,2026-13-01,28-Feb-2019,BV	K.K.	Partners,Australia,IT80267753733,Oy Trading Limited S.A.,IT,VATMR.328TE2, USD,1e309,inf,"21,0%",Ireland,NO,Software license
000193144799,146,2022-05-17Z,2021-05-28,2017-09-17,OcYSz5ak6goHXrLPJF,BE,97028894664U1G,Global SpA,ES,ES5309538304I,, ,"'99,99'",-,CAN,,Freight charges | XI81oBeO gSGhyZ
000000,EGc,09/12/2024,1/1/1,24/04/2015,,???,VAT2,"S.A. , Partners , NV , Partners , Limited",ESP,IE061280,CHF,"164988,24",€0.00,0,PL,BE,€	₹Office supplies | Hu4wK4ZFCxI1Bm3tOcEAyiWd9xnrcrUWQGU8InRHEpYBPCrH71dnJKccRi₹🚀
217279336,438,2019/09/08,2026-05-08T25:61:61,2016/04/01,"	LLC S.A. Oy B.V. &©🚀©",AE,AER1BB7,,DE/FR,YZZ,GBP ,"'99,99'",196065.11,0.19,NO,ES,"Exempt supplycomma,insideExempt supplycomma,insideExempt supplycomma,insideExempt supplycomma,insideExempt supplycomma,insideExempt supplycomma,insideExempt supplycomma,inside"
907541401,456,,2019-10-19,"May 35, 2026",,UAE,UNKNOWN,"S.A. GmbH K.K. Sarl B.V.""",Netherlands,70I8YQ6BWI-SF.7VAT,GBP,€380338.00,38029996.62,9999,IRL,DE,Office supplies
82695330,98,03/02/2021,9999-99-99,2026-04-31,B.V. LLC LLC S.A.,NO,NOVTGP6TODJ1,Partners Inc B.V.,Japan,TTVC3V7G9,US$,338569.58,16937.45,5.0%,IT,,
0426033905,107,2020-05-29,07/08/2019,2026-05-08T25:61:61,Global Co SpA,NL,NLDJI0H,Co Oy SpA Partners,CN,N,EURO, ,100729.62,"21,0%",Canada,UAE,
749987652,423,2026-04-30,,2024/04/16,Trading Limited Limited,CA,N/A,Holdings K.K. Co,JP,7QQV.SK1PCTL0CS,CHF,129730.83,€27243.47,"0,21",ESP,Nederland,"¥™Manual journal entry | Y7WeNkIHKoAwA9VTh4😀®"
362279735,rcN,1/1/1,2016/12/23,20150128 UTC,"GmbH , Trading",Netherland,VATINGRV1N757XR28VEVD8W6E,Partners Co Partners Holdings B.V.,US,VATUSYQI6ZJ4SXFFBWW,CNY,ten%,-1113.70,0.1,Germany,US,Intra-EU acquisition | a6rT0jZkhtbhUBQp qn19FYeJ0wDtFskz2obSAbnu
;??[(@$<],164,2023-04-07,28/10/2021,2025-11-22 17:01:32Z,™Global B.V. & K.K. Co,ZA,ZATR,"Co
Partners",Japan,BC6EM25XZ-.LROURMPT6Y7UW2,USD,-53237883797.604614,Infinity,,,GB,???
177701861,224,2026-12-32,24/08/2017,02/14/2023,Limited Partners Global GmbH &,Netherland,DEJ4Z21ZQOMIBU,"€©Partners GmbH Trading
",,RT2LPWTC/,INR,96475.97 EUR,"""123.45""",0.1,IT,SE,"Rounding diffcomma,inside"
240655281,472,06/10/2020,08-05-26,27/01/2020,B.V. Global BV Partners,AU,VATB0WMJZL71C-WGA-PON6K3G-S-,NV Sarl Partners Global,Australia,VAT9NVFAX6AH,USD,22422.78, (123.45) ,0.05,IE,SE,Reverse charge applies | C5hXZUsP27y06jXXESKXDHhKOrcW
000491875304,BQ19q,14.07.2018,2026-13-01,16/04/2020,"€SpA GmbH NV SpA --™	₹",AE,₹VATAEBRL4S,,ZAF,UNKNOWN,eur,"USD 83090,80",17449.07,2 1 %,Norway,ES,Manual journal entry | FKg7WPBC7u6me3q15PGaMyVZgn
#\,173,20240418,20181222 UTC,15.02.2016,GmbH	SpA	SpA	SarlGmbH	SpA	SpA	SarlGmbH	SpA	SpA	Sarl,FRA,,😀	Sarl B.V.™¥,IE,IEDTGNKOD9X5L5,PLN,186.912.51,215.958.24,0,ITA,US,Payment feePayment feePayment feePayment feePayment feePayment feePayment feePayment feePayment feePayment feePayment feePayment feePayment feePayment feePayment fee
000481611895,457,2027-02-19 12:48:39,2017-04-01 02:27:38,2026-00-10,PQdq0MH9EYODVPCv8,BR,BRYW,8cKDcDppJzLQTJ,South Africa,Y-FKS/5MH,CHF,€27960.52,5592.72,0.2,ZA,NOR,"®🚀Payment fee | LVM4dG3cWWkiBi8Th2YPkWmbV0Hjmgje;DROP TABLE T;®"
TXN-z1tf4PBV3588JoGe5H,OcDMQ,12.03.2027 (local),23-Mar-2026,2019-05-23 07:39:34,LLC & S.A.;,ES,ES 46891629443158,Sarl	Holdings	SpA	Co,IE,"©IE4GRVSCJDNP",INR,"""123.45""",293378.35,0.19,ZA,Canada,Reimbursement
!*(\,108,,2021-04-10 +02:00,07/10/1980,GmbH & GmbH Limited Global,Italy,DE2248074722480747,"
	¥LLC S.A. Global BV",BEL,VATS,CHF,"£- 123,45",420697.87,0.0%,US,SE,Software license
20759848,2951,2026/99/01,24/11/2024 UTC,2021-07-21,Sarl K.K.,BRA,XNBTSQMCJW/CB_273/R.M0H0.,Holdings LLC Global Inc,ES,ES37006918,USD,204434.50,42931.24,21%%,BEL,GBR,Payment fee | PE4ozDrXWRyzPMcAtBYKZbGIGcKmjtFtfIFT
^;&#$];]{{,I,20240518,20250417 +02:00,2026-05-09 20:53:51,"GmbH , Sarl , SpA , K.K. , NV",ES,ES-4006610-K,Co  NV  Co  Trading  Inc,IT,IT0G,AUD,"""123.45""",163546.71,9999,ES,NL,"¥Exempt supplyline
break"
616179103,wbwW,2026-04-31,20-May-2018,2026.05.08.12.99.00,& Oy,Belgium,"®¥ITFGOPLCGTIX",😀¥S.A. & &S.A. & &S.A. & &S.A. & &S.A. & &S.A. & &,  ,FZ-M-JC82VU_O_3USI_4W9/9G,CNY,12..34,450826.16??,"0,21",GB,Holland,Payment feetab	inside
NItFJ,BkRpy7,'2021/07/26 +02:00',2018-04-05 09:16:25,20250821,Oy BV S.A.,JPN,AVAT,Sarl Holdings GmbH Holdings;,IN,INFIK6ZYFIS68HCZ,€,   123   ,25.83,0.21,Germnay,FR,Exempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvMExempt supply | gsI0AkG4BRZQxC0lN6X7LHIVOQBvWfFuvm3Rt989h5TcrCPJbmCvM
000758745020,364,12.02.2024,N/A,17/12/2026 +02:00,BV Holdings,ZA,KK1I2TAGHMS8AHEL7N-1M3F6U,Trading & LLC,123,SE5D3YSJE9MR3F, USD,-Infinity,-inf,0.09,XX,DE/FR,"😀Payment feecomma,inside™"
33613013,267,2024/05/22,20150430,00/00/0000,Trading NV Co Oy,FR,VATFRI6EP3ZZE72JG0H3G5PS6,Limited Oy Inc & Oy,Ireland,NO6X3PRIHG6TY8QTMPVXXEVAT,,225110.88,117397.75,21%%,Norway,Norway,Freight charges
TXN-dz3Vv7ZpQA_njaJT4ED1fG3,396,2026-05-08T25:61:61,29/02/2025,03-May-2025,LLC Oy Partners SpA,BE,394568939,SpA K.K. Holdings Sarl Sarl,ZA,ZASU,AUD,421071.75,"225670,63",,Nederland,DE,Consulting services | C75n4uWGH5CEz4rJTAj
0301916579,64.60,2024-11-15 20:47:47,2026-13-01,10/06/2017,GmbH Holdings SpA,Netherlands,R-S,K.K.  K.K.  Trading  Partners  Limited',United States,©NO8MO9J4ED NO8MO9J4ED,CAD,"£- 123,45",407953.44,,NO,IT,Reimbursement;DROP TABLE T;
 ,36,18.11.2026,2019/05/29,,"
€BV Holdings & GmbH SpA©",AU,RVJZAS,S.A. B.V. GmbH K.K.;,AE,R_2_JUKPR64Q09H3SCX._KCF4,USD,"165251,25",488777.29,-1.4060340753429128,SE,NOR,"™©Rounding diff | LrM6WGXoFjS2F51xSFtK2ZubwWoHKXgmhaKMWyfDCIAd6
🚀"
|/.>^<?!\{\,,2026/99/01,2015-05-15 12:37:39,2026-2-30,₹₹🚀NV Limited K.K.€😀,FR,FR154522633KQ,SpA  LLC  Global  NV,US,IVAT,USD,182.433.56,308880.77,VAT21,DE,IE,Export zero-rated
u1LFXV2o7GMAZ,yrYKK,08-05-26,07/09/2021,08/01/2024,Partners Holdings B.V.,ES,X/F,GmbH Trading Oy Inc,JP,G G,,0.0003364786295325951,€0.00,0%,GB,France,😀®Import VAT | UPxtn0Tx8vdee9W8n7JiL o39NaoN7AxxcFCV™
826192666,-43,2020-11-21 07:38:53,2026/99/01,2021-03-09 +02:00,Global Oy',NLD ,AU1XUKRLSQL0@W62,"Partners , NV",IE,7JSQGJ4YHAJ3PW4HJY-2/M4O1,US$,"1,2,3",969958488150.1522,9999,AU,IE,Consulting services
000221816936,353,06-Apr-2026,01/04/1997,2026-09-04,B.V. K.K. K.K.,???,WRYEX3KL.Y0OCCD,fFTplbXsFMl9nrr0Pv/-lOhalY,AE,VATAENDEW7,PLN,418024.72,€83604.94,0.2,US,CN,Reverse charge applies
